solution,f1,f2,f3
"[7, 14, 23, 29, 49]",415.1204644437564,242,120
"[3, 7, 12, 27, 29]",442.7640455140864,229,104
"[2, 17, 19, 23, 29]",458.8027898781785,209,22
"[13, 20, 23, 29, 49]",415.1204644437564,233,129
"[14, 20, 23, 29, 49]",415.1204644437564,238,127
"[2, 11, 12, 27, 40]",481.1330377348868,204,8
"[13, 23, 28, 33, 49]",423.16190754839926,250,112
"[1, 4, 14, 27, 29]",379.969735636932,259,160
"[13, 23, 29, 45, 49]",412.50696963808986,247,148
"[4, 14, 27, 29, 47]",377.0053050024628,284,202
"[14, 23, 29, 45, 49]",412.1371131067912,253,147
"[4, 14, 27, 29, 46]",377.0053050024628,281,210
"[2, 13, 21, 28, 33]",699.7042232257855,204,7
"[3, 10, 15, 27, 30]",441.83481076076384,241,125
